[36, 146, 49]
[34, 145, 48]
[36, 147, 48]
[38, 144, 49]
[35, 146, 48]
[35, 146, 48]
[34, 146, 49]
[36, 146, 48]
[35, 145, 48]
[37, 147, 50]
[34, 144, 48]
[36, 145, 49]
[37, 146, 50]
[35, 145, 48]
[36, 146, 48]
