[30, 54, 79]
[30, 54, 80]
[30, 55, 81]
[29, 54, 80]
[29, 54, 80]
[31, 55, 80]
[30, 55, 80]
[30, 54, 79]
[32, 56, 81]
[31, 55, 81]
[32, 56, 80]
[32, 56, 81]
[31, 55, 81]
[32, 54, 78]
[31, 56, 82]
