[263, 33, 29]
[263, 33, 29]
[264, 35, 30]
[263, 33, 30]
[264, 35, 30]
[263, 32, 29]
[264, 34, 31]
[263, 33, 29]
[264, 33, 31]
[265, 34, 31]
[264, 35, 30]
[264, 33, 30]
[265, 35, 31]
[264, 35, 30]
[263, 33, 29]
[263, 33, 30]
