[183, 32, 21]
[229, 39, 23]
[228, 36, 22]
[221, 37, 20]
[228, 37, 22]
[227, 39, 23]
[224, 37, 22]
[224, 35, 21]
[223, 38, 23]
[227, 39, 23]
[226, 39, 22]
[224, 38, 23]
[225, 37, 21]
[226, 37, 23]
[225, 41, 21]
[225, 38, 23]
